datetime,External dew-point temp. (°C),Global radiation (W/m²),Max. adaptive temp. (°C),Daily running mean temp. (°C),Direct radiation (W/m²),Wet-bulb temperature (°C),Wind speed (m/s),Solar azimuth (deg.),Diffuse radiation (W/m²),Dry-bulb temperature (°C)
2003-06-28 20:30:00,11.59,125.000,26.96,15.64,319.863,15.70,3.00,295.2,70.000,21.90
2003-06-28 21:30:00,12.40,25.000,26.96,15.64,0.000,15.70,3.00,306.5,25.000,20.80
2003-06-28 22:30:00,12.79,0.000,26.96,15.64,0.000,15.20,0.00,318.4,0.000,18.90
2003-06-28 23:30:00,11.98,0.000,26.96,15.64,0.000,14.30,1.00,331.2,0.000,17.70
2003-06-29 00:30:00,12.00,0.000,26.96,15.64,0.000,13.40,0.00,344.8,0.000,15.40
2003-06-29 01:30:00,11.98,0.000,27.05,15.89,0.000,12.90,0.00,359.0,0.000,14.20
2003-06-29 02:30:00,11.28,0.000,27.05,15.89,0.000,12.10,0.00,13.1,0.000,13.20
2003-06-29 03:30:00,12.12,0.000,27.05,15.89,0.000,12.90,0.00,26.9,0.000,14.00
2003-06-29 04:30:00,12.22,10.000,27.05,15.89,0.000,13.40,1.00,39.8,10.000,15.10
2003-06-29 05:30:00,12.30,25.000,27.05,15.89,0.000,13.00,0.00,51.9,25.000,14.00
2003-06-29 06:30:00,12.33,60.000,27.05,15.89,33.291,13.30,1.00,63.2,55.000,14.70
2003-06-29 07:30:00,13.14,120.000,27.05,15.89,16.785,14.20,2.00,74.2,115.000,15.80
2003-06-29 08:30:00,13.51,195.000,27.05,15.89,22.404,14.80,4.00,85.3,185.000,16.80
2003-06-29 09:30:00,13.03,220.000,27.05,15.89,17.081,14.80,4.00,97.2,210.000,17.50
2003-06-29 10:30:00,13.88,220.000,27.05,15.89,7.085,15.50,4.00,110.8,215.000,18.10
2003-06-29 11:30:00,13.57,210.000,27.05,15.89,0.000,15.40,3.00,127.9,210.000,18.30
2003-06-29 12:30:00,13.81,200.000,27.05,15.89,5.822,15.80,4.00,150.1,195.000,19.00
2003-06-29 13:30:00,13.41,410.000,27.05,15.89,147.524,15.50,4.00,177.8,280.000,18.80
2003-06-29 14:30:00,15.08,510.000,27.05,15.89,219.751,17.10,4.00,206.0,320.000,20.60
2003-06-29 15:30:00,13.96,470.000,27.05,15.89,246.865,16.50,4.00,229.2,270.000,20.70
2003-06-29 16:30:00,13.01,445.000,27.05,15.89,263.320,16.10,4.00,246.9,255.000,21.00
2003-06-29 17:30:00,14.23,365.000,27.05,15.89,239.732,16.80,4.00,260.9,220.000,21.10
2003-06-29 18:30:00,14.59,305.000,27.05,15.89,320.531,17.00,5.00,273.0,155.000,21.10
2003-06-29 19:30:00,14.26,170.000,27.05,15.89,249.784,16.60,5.00,284.2,90.000,20.50
2003-06-29 20:30:00,13.72,80.000,27.05,15.89,145.504,15.90,6.00,295.1,55.000,19.40
2003-06-29 21:30:00,12.92,20.000,27.05,15.89,0.000,15.00,5.00,306.4,20.000,18.20
2003-06-29 22:30:00,11.82,0.000,27.05,15.89,0.000,13.70,6.00,318.3,0.000,16.40
2003-06-29 23:30:00,10.26,0.000,27.05,15.89,0.000,12.60,5.00,331.1,0.000,15.70
2003-06-30 00:30:00,9.29,0.000,27.05,15.89,0.000,11.90,4.00,344.8,0.000,15.20
2003-06-30 01:30:00,9.26,0.000,27.15,16.21,0.000,11.80,4.00,358.9,0.000,15.00
2003-06-30 02:30:00,9.57,0.000,27.15,16.21,0.000,11.70,3.00,13.1,0.000,14.40
2003-06-30 03:30:00,9.48,0.000,27.15,16.21,0.000,11.40,3.00,26.8,0.000,13.80
2003-06-30 04:30:00,9.68,0.000,27.15,16.21,0.000,11.50,3.00,39.8,0.000,13.80
2003-06-30 05:30:00,9.77,10.000,27.15,16.21,0.000,11.50,4.00,51.8,10.000,13.70
2003-06-30 06:30:00,9.65,35.000,27.15,16.21,0.000,11.40,5.00,63.2,35.000,13.60
2003-06-30 07:30:00,9.96,205.000,27.15,16.21,337.001,11.90,3.00,74.2,105.000,14.40
2003-06-30 08:30:00,10.56,450.000,27.15,16.21,595.147,13.00,4.00,85.3,185.000,16.30
2003-06-30 09:30:00,10.83,575.000,27.15,16.21,573.164,13.30,5.00,97.2,240.000,16.70
2003-06-30 10:30:00,11.42,650.000,27.15,16.21,496.546,14.20,5.00,110.8,300.000,18.20
2003-06-30 11:30:00,9.24,780.000,27.15,16.21,607.581,13.20,6.00,127.8,295.000,18.40
2003-06-30 12:30:00,10.35,690.000,27.15,16.21,407.809,13.70,6.00,150.1,340.000,18.30
2003-06-30 13:30:00,11.04,530.000,27.15,16.21,124.890,14.40,5.00,177.7,420.000,19.20
2003-06-30 14:30:00,9.49,550.000,27.15,16.21,161.982,13.80,6.00,205.9,410.000,19.60
2003-06-30 15:30:00,11.17,450.000,27.15,16.21,129.640,14.50,6.00,229.1,345.000,19.30
2003-06-30 16:30:00,8.80,260.000,27.15,16.21,41.586,13.40,6.00,246.8,230.000,19.40
2003-06-30 17:30:00,11.92,160.000,27.15,16.21,0.000,15.00,6.00,260.9,160.000,19.60
2003-06-30 18:30:00,12.61,150.000,27.15,16.21,0.000,15.40,4.00,272.9,150.000,19.70
2003-06-30 19:30:00,13.02,125.000,27.15,16.21,15.619,15.70,3.00,284.1,120.000,19.90
2003-06-30 20:30:00,12.82,75.000,27.15,16.21,58.280,15.70,4.00,295.1,65.000,20.20
2003-06-30 21:30:00,12.70,20.000,27.15,16.21,0.000,15.30,5.00,306.3,20.000,19.30
2003-06-30 22:30:00,12.87,0.000,27.15,16.21,0.000,14.90,5.00,318.3,0.000,18.00
2003-06-30 23:30:00,12.71,0.000,27.15,16.21,0.000,13.80,6.00,331.1,0.000,15.40
2003-07-01 00:30:00,12.40,0.000,27.15,16.21,0.000,13.10,6.00,344.7,0.000,14.10
2003-07-01 01:30:00,11.21,0.000,27.21,16.39,0.000,12.10,6.00,358.9,0.000,13.30
2003-07-01 02:30:00,10.47,0.000,27.21,16.39,0.000,11.70,5.00,13.1,0.000,13.30
2003-07-01 03:30:00,9.74,0.000,27.21,16.39,0.000,11.10,5.00,26.8,0.000,12.80
2003-07-01 04:30:00,9.00,10.000,27.21,16.39,0.000,10.50,5.00,39.8,10.000,12.30
2003-07-01 05:30:00,8.63,25.000,27.21,16.39,0.000,10.00,6.00,51.8,25.000,11.60
2003-07-01 06:30:00,8.41,135.000,27.21,16.39,507.699,9.80,5.00,63.2,60.000,11.40
2003-07-01 07:30:00,7.83,305.000,27.21,16.39,659.883,9.60,5.00,74.2,110.000,11.60
2003-07-01 08:30:00,7.24,420.000,27.21,16.39,607.945,9.50,6.00,85.3,150.000,12.00
2003-07-01 09:30:00,6.57,510.000,27.21,16.39,565.618,9.60,6.00,97.2,180.000,12.90
2003-07-01 10:30:00,6.10,660.000,27.21,16.39,653.450,9.80,6.00,110.8,200.000,13.80
2003-07-01 11:30:00,5.85,635.000,27.21,16.39,413.807,10.10,6.00,127.8,305.000,14.70
2003-07-01 12:30:00,5.90,620.000,27.21,16.39,285.677,10.30,6.00,150.0,375.000,15.10
2003-07-01 13:30:00,6.84,660.000,27.21,16.39,369.203,11.10,6.00,177.6,335.000,16.00
2003-07-01 14:30:00,6.77,575.000,27.21,16.39,306.743,11.20,5.00,205.8,310.000,16.30
2003-07-01 15:30:00,7.05,440.000,27.21,16.39,197.616,11.50,5.00,229.0,280.000,16.70
2003-07-01 16:30:00,7.02,315.000,27.21,16.39,117.863,11.70,5.00,246.7,230.000,17.20
2003-07-01 17:30:00,6.70,395.000,27.21,16.39,372.192,11.60,4.00,260.8,170.000,17.30
2003-07-01 18:30:00,6.40,410.000,27.21,16.39,620.128,11.60,4.00,272.9,120.000,17.60
2003-07-01 19:30:00,6.01,260.000,27.21,16.39,562.740,11.70,4.00,284.0,80.000,18.20
2003-07-01 20:30:00,7.34,120.000,27.21,16.39,408.755,12.30,3.00,295.0,50.000,18.30
2003-07-01 21:30:00,8.27,15.000,27.21,16.39,0.000,12.00,2.00,306.3,15.000,16.60
2003-07-01 22:30:00,8.88,0.000,27.21,16.39,0.000,11.10,0.00,318.2,0.000,13.80
2003-07-01 23:30:00,8.74,0.000,27.21,16.39,0.000,10.50,0.00,331.0,0.000,12.60
2003-07-02 00:30:00,8.92,0.000,27.21,16.39,0.000,10.90,3.00,344.7,0.000,13.30
2003-07-02 01:30:00,9.07,0.000,27.09,16.02,0.000,10.80,2.00,358.8,0.000,12.90
2003-07-02 02:30:00,9.46,0.000,27.09,16.02,0.000,11.00,3.00,13.0,0.000,12.90
2003-07-02 03:30:00,9.54,0.000,27.09,16.02,0.000,11.00,2.00,26.8,0.000,12.80
2003-07-02 04:30:00,9.46,0.000,27.09,16.02,0.000,11.00,3.00,39.8,0.000,12.90
2003-07-02 05:30:00,9.38,25.000,27.09,16.02,0.000,11.00,2.00,51.8,25.000,13.00
2003-07-02 06:30:00,9.70,120.000,27.09,16.02,444.091,11.60,2.00,63.2,55.000,14.00
2003-07-02 07:30:00,9.15,270.000,27.09,16.02,611.825,11.70,2.00,74.2,90.000,14.90
2003-07-02 08:30:00,8.43,430.000,27.09,16.02,699.932,11.40,3.00,85.3,120.000,15.00
2003-07-02 09:30:00,9.47,465.000,27.09,16.02,489.415,12.20,4.00,97.2,180.000,15.70
2003-07-02 10:30:00,9.71,465.000,27.09,16.02,320.065,12.90,4.00,110.8,240.000,17.10
2003-07-02 11:30:00,9.67,525.000,27.09,16.02,320.094,13.00,4.00,127.8,270.000,17.40
2003-07-02 12:30:00,9.25,470.000,27.09,16.02,186.715,12.80,4.00,150.0,310.000,17.40
2003-07-02 13:30:00,9.91,310.000,27.09,16.02,45.469,13.20,4.00,177.6,270.000,17.60
2003-07-02 14:30:00,10.40,215.000,27.09,16.02,11.581,13.20,4.00,205.7,205.000,17.00
2003-07-02 15:30:00,10.56,200.000,27.09,16.02,18.535,13.00,4.00,228.8,185.000,16.30
2003-07-02 16:30:00,9.92,150.000,27.09,16.02,13.872,12.80,3.00,246.6,140.000,16.60
2003-07-02 17:30:00,10.33,120.000,27.09,16.02,8.275,12.80,3.00,260.7,115.000,16.10
2003-07-02 18:30:00,10.48,115.000,27.09,16.02,21.397,13.00,3.00,272.8,105.000,16.40
2003-07-02 19:30:00,10.09,95.000,27.09,16.02,15.649,12.80,3.00,284.0,90.000,16.40
2003-07-02 20:30:00,10.53,70.000,27.09,16.02,29.271,12.90,3.00,294.9,65.000,16.10
2003-07-02 21:30:00,10.46,20.000,27.09,16.02,0.000,12.70,2.00,306.2,20.000,15.70
2003-07-02 22:30:00,10.93,0.000,27.09,16.02,0.000,12.70,1.00,318.1,0.000,15.10
2003-07-02 23:30:00,10.84,0.000,27.09,16.02,0.000,12.40,1.00,330.9,0.000,14.50
2003-07-03 00:30:00,10.93,0.000,27.09,16.02,0.000,12.20,2.00,344.6,0.000,13.90
2003-07-03 01:30:00,10.33,0.000,27.04,15.88,0.000,11.50,2.00,358.8,0.000,13.00
2003-07-03 02:30:00,10.68,0.000,27.04,15.88,0.000,11.60,2.00,13.0,0.000,12.80
2003-07-03 03:30:00,10.94,0.000,27.04,15.88,0.000,11.70,0.00,26.8,0.000,12.70
2003-07-03 04:30:00,9.59,0.000,27.04,15.88,0.000,10.80,2.00,39.8,0.000,12.30
2003-07-03 05:30:00,9.24,15.000,27.04,15.88,0.000,10.40,2.00,51.8,15.000,11.80
2003-07-03 06:30:00,8.85,80.000,27.04,15.88,103.502,10.20,3.00,63.2,65.000,11.80
2003-07-03 07:30:00,8.00,225.000,27.04,15.88,221.979,10.00,3.00,74.2,160.000,12.30
2003-07-03 08:30:00,6.53,350.000,27.04,15.88,158.510,9.90,3.00,85.3,280.000,13.60
2003-07-03 09:30:00,6.52,375.000,27.04,15.88,51.621,10.30,3.00,97.2,345.000,14.50
2003-07-03 10:30:00,5.88,455.000,27.04,15.88,128.214,10.20,3.00,110.9,365.000,14.90
2003-07-03 11:30:00,7.73,570.000,27.04,15.88,270.184,11.50,2.00,127.8,355.000,16.00
2003-07-03 12:30:00,6.96,460.000,27.04,15.88,169.357,11.20,2.00,150.0,315.000,16.10
2003-07-03 13:30:00,7.28,260.000,27.04,15.88,22.750,11.60,1.00,177.5,240.000,16.70
2003-07-03 14:30:00,8.42,230.000,27.04,15.88,17.382,12.20,2.00,205.5,215.000,16.90
2003-07-03 15:30:00,7.96,245.000,27.04,15.88,6.181,12.20,2.00,228.7,240.000,17.40
2003-07-03 16:30:00,8.05,255.000,27.04,15.88,6.939,11.90,3.00,246.5,250.000,16.60
2003-07-03 17:30:00,8.02,225.000,27.04,15.88,24.839,11.80,5.00,260.6,210.000,16.40
2003-07-03 18:30:00,7.64,135.000,27.04,15.88,21.415,11.20,4.00,272.7,125.000,15.40
2003-07-03 19:30:00,7.44,80.000,27.04,15.88,0.000,10.80,5.00,283.9,80.000,14.70
2003-07-03 20:30:00,6.57,30.000,27.04,15.88,0.000,9.60,6.00,294.8,30.000,12.90
2003-07-03 21:30:00,7.15,0.000,27.04,15.88,0.000,8.90,6.00,306.1,0.000,10.80
2003-07-03 22:30:00,7.95,0.000,27.04,15.88,0.000,9.20,3.00,318.1,0.000,10.60
2003-07-03 23:30:00,8.41,0.000,27.04,15.88,0.000,9.20,1.00,330.9,0.000,10.10
2003-07-04 00:30:00,7.99,0.000,27.04,15.88,0.000,8.80,2.00,344.5,0.000,9.70
2003-07-04 01:30:00,7.54,0.000,26.90,15.45,0.000,8.10,1.00,358.7,0.000,8.70
2003-07-04 02:30:00,7.74,0.000,26.90,15.45,0.000,8.20,1.00,13.0,0.000,8.70
2003-07-04 03:30:00,7.01,0.000,26.90,15.45,0.000,7.50,1.00,26.8,0.000,8.00
2003-07-04 04:30:00,7.01,10.000,26.90,15.45,0.000,7.50,1.00,39.8,10.000,8.00
2003-07-04 05:30:00,6.81,35.000,26.90,15.45,0.000,7.20,2.00,51.9,35.000,7.60
2003-07-04 06:30:00,7.23,135.000,26.90,15.45,592.749,7.80,1.00,63.2,50.000,8.40
2003-07-04 07:30:00,6.22,225.000,26.90,15.45,446.176,7.60,1.00,74.2,95.000,9.00
2003-07-04 08:30:00,5.83,260.000,26.90,15.45,158.998,8.00,2.00,85.3,190.000,10.20
2003-07-04 09:30:00,6.52,345.000,26.90,15.45,129.327,8.70,2.00,97.2,270.000,11.00
2003-07-04 10:30:00,6.27,555.000,26.90,15.45,392.376,9.00,3.00,110.9,280.000,11.90
2003-07-04 11:30:00,5.07,650.000,26.90,15.45,471.811,8.90,4.00,127.8,275.000,12.80
2003-07-04 12:30:00,4.96,475.000,26.90,15.45,216.279,8.90,5.00,150.0,290.000,12.90
2003-07-04 13:30:00,5.58,280.000,26.90,15.45,39.844,9.30,4.00,177.4,245.000,13.20
2003-07-04 14:30:00,6.49,345.000,26.90,15.45,110.156,9.70,4.00,205.4,250.000,13.20
2003-07-04 15:30:00,5.70,400.000,26.90,15.45,129.887,9.90,3.00,228.6,295.000,14.40
2003-07-04 16:30:00,5.88,270.000,26.90,15.45,55.550,10.20,3.00,246.3,230.000,14.90
2003-07-04 17:30:00,6.47,265.000,26.90,15.45,140.855,10.50,3.00,260.5,180.000,15.00
2003-07-04 18:30:00,6.81,205.000,26.90,15.45,150.053,11.00,3.00,272.6,135.000,15.80
2003-07-04 19:30:00,5.46,75.000,26.90,15.45,31.394,10.20,2.00,283.8,65.000,15.30
2003-07-04 20:30:00,5.98,35.000,26.90,15.45,29.473,10.20,2.00,294.8,30.000,14.80
2003-07-04 21:30:00,5.49,10.000,26.90,15.45,0.000,9.90,2.00,306.0,10.000,14.60
2003-07-04 22:30:00,5.53,0.000,26.90,15.45,0.000,9.60,2.00,318.0,0.000,13.90
2003-07-04 23:30:00,6.31,0.000,26.90,15.45,0.000,9.80,2.00,330.8,0.000,13.60
2003-07-05 00:30:00,6.93,0.000,26.90,15.45,0.000,9.90,1.00,344.5,0.000,13.20
2003-07-05 01:30:00,7.15,0.000,26.67,14.77,0.000,8.90,1.00,358.7,0.000,10.80
2003-07-05 02:30:00,6.94,0.000,26.67,14.77,0.000,8.80,1.00,12.9,0.000,10.80
2003-07-05 03:30:00,6.57,0.000,26.67,14.77,0.000,8.20,2.00,26.8,0.000,9.90
2003-07-05 04:30:00,6.45,0.000,26.67,14.77,0.000,8.00,1.00,39.8,0.000,9.60
2003-07-05 05:30:00,6.63,25.000,26.67,14.77,0.000,7.80,2.00,51.9,25.000,9.00
2003-07-05 06:30:00,7.04,100.000,26.67,14.77,352.625,8.00,1.00,63.3,50.000,9.00
2003-07-05 07:30:00,7.11,235.000,26.67,14.77,517.535,8.60,1.00,74.3,85.000,10.20
2003-07-05 08:30:00,7.13,430.000,26.67,14.77,729.206,9.40,3.00,85.4,110.000,11.90
2003-07-05 09:30:00,6.81,520.000,26.67,14.77,604.873,9.80,4.00,97.3,170.000,13.10
2003-07-05 10:30:00,6.47,560.000,26.67,14.77,450.186,10.10,4.00,110.9,245.000,14.10
2003-07-05 11:30:00,5.18,470.000,26.67,14.77,264.547,10.00,4.00,127.9,260.000,15.10
2003-07-05 12:30:00,5.43,335.000,26.67,14.77,81.917,10.10,4.00,149.9,265.000,15.10
2003-07-05 13:30:00,6.13,355.000,26.67,14.77,51.270,10.40,4.00,177.3,310.000,15.10
2003-07-05 14:30:00,6.51,240.000,26.67,14.77,11.604,11.00,4.00,205.3,230.000,16.10
2003-07-05 15:30:00,7.20,110.000,26.67,14.77,6.189,11.00,5.00,228.4,105.000,15.40
2003-07-05 16:30:00,7.67,165.000,26.67,14.77,55.590,11.00,4.00,246.2,125.000,14.90
2003-07-05 17:30:00,8.26,225.000,26.67,14.77,99.512,11.70,3.00,260.4,165.000,15.90
2003-07-05 18:30:00,8.13,155.000,26.67,14.77,64.385,11.60,5.00,272.5,125.000,15.80
2003-07-05 19:30:00,7.88,70.000,26.67,14.77,31.456,11.40,4.00,283.7,60.000,15.60
2003-07-05 20:30:00,8.40,35.000,26.67,14.77,29.602,11.60,3.00,294.7,30.000,15.50
2003-07-05 21:30:00,8.43,10.000,26.67,14.77,0.000,11.40,4.00,306.0,10.000,15.00
2003-07-05 22:30:00,8.77,0.000,26.67,14.77,0.000,11.30,3.00,317.9,0.000,14.40
2003-07-05 23:30:00,8.53,0.000,26.67,14.77,0.000,11.10,3.00,330.7,0.000,14.20
2003-07-06 00:30:00,8.68,0.000,26.67,14.77,0.000,11.00,3.00,344.4,0.000,13.80
2003-07-06 01:30:00,8.75,0.000,26.58,14.49,0.000,10.90,3.00,358.7,0.000,13.50
2003-07-06 02:30:00,9.01,0.000,26.58,14.49,0.000,10.90,3.00,12.9,0.000,13.20
2003-07-06 03:30:00,9.58,0.000,26.58,14.49,0.000,11.10,2.00,26.7,0.000,13.00
2003-07-06 04:30:00,9.74,0.000,26.58,14.49,0.000,11.10,3.00,39.8,0.000,12.80
2003-07-06 05:30:00,9.90,10.000,26.58,14.49,0.000,11.10,3.00,51.9,10.000,12.60
2003-07-06 06:30:00,10.57,40.000,26.58,14.49,71.373,11.50,2.00,63.3,30.000,12.70
2003-07-06 07:30:00,10.63,90.000,26.58,14.49,34.694,11.70,2.00,74.3,80.000,13.10
2003-07-06 08:30:00,11.00,165.000,26.58,14.49,11.433,12.20,3.00,85.4,160.000,13.80
2003-07-06 09:30:00,11.83,230.000,26.58,14.49,8.661,13.10,4.00,97.3,225.000,14.90
2003-07-06 10:30:00,11.63,230.000,26.58,14.49,7.158,13.40,4.00,111.0,225.000,15.90
2003-07-06 11:30:00,11.55,300.000,26.58,14.49,25.228,13.40,4.00,127.9,280.000,16.00
2003-07-06 12:30:00,12.05,320.000,26.58,14.49,29.287,14.30,4.00,149.9,295.000,17.60
2003-07-06 13:30:00,11.59,270.000,26.58,14.49,11.404,13.90,4.00,177.2,260.000,17.20
2003-07-06 14:30:00,11.36,215.000,26.58,14.49,5.807,13.90,3.00,205.2,210.000,17.50
2003-07-06 15:30:00,11.63,165.000,26.58,14.49,0.000,14.00,4.00,228.3,165.000,17.40
2003-07-06 16:30:00,12.44,240.000,26.58,14.49,6.954,14.70,4.00,246.1,235.000,18.10
2003-07-06 17:30:00,12.68,215.000,26.58,14.49,8.301,15.10,5.00,260.2,210.000,18.80
2003-07-06 18:30:00,12.55,120.000,26.58,14.49,10.746,14.80,5.00,272.4,115.000,18.20
2003-07-06 19:30:00,12.05,65.000,26.58,14.49,15.764,14.30,6.00,283.6,60.000,17.60
2003-07-06 20:30:00,13.10,20.000,26.58,14.49,0.000,13.90,5.00,294.6,20.000,15.10
2003-07-06 21:30:00,13.92,5.000,26.58,14.49,0.000,14.50,2.00,305.9,5.000,15.40
2003-07-06 22:30:00,12.85,0.000,26.58,14.49,0.000,13.80,4.00,317.8,0.000,15.20
2003-07-06 23:30:00,13.06,0.000,26.58,14.49,0.000,13.80,4.00,330.7,0.000,14.90
2003-07-07 00:30:00,12.58,0.000,26.58,14.49,0.000,13.40,4.00,344.4,0.000,14.60
2003-07-07 01:30:00,12.15,0.000,26.64,14.66,0.000,13.00,3.00,358.6,0.000,14.20
2003-07-07 02:30:00,12.09,0.000,26.64,14.66,0.000,12.80,3.00,12.9,0.000,13.80
2003-07-07 03:30:00,12.06,0.000,26.64,14.66,0.000,12.70,3.00,26.7,0.000,13.60
2003-07-07 04:30:00,11.31,0.000,26.64,14.66,0.000,12.20,3.00,39.8,0.000,13.40
2003-07-07 05:30:00,11.11,7.000,26.64,14.66,0.000,12.00,2.00,51.9,7.000,13.20
2003-07-07 06:30:00,11.47,30.000,26.64,14.66,7.228,12.20,2.00,63.3,29.000,13.20
2003-07-07 07:30:00,12.06,102.000,26.64,14.66,17.448,12.70,1.00,74.3,97.000,13.60
2003-07-07 08:30:00,11.71,238.000,26.64,14.66,71.135,13.00,3.00,85.5,207.000,14.80
2003-07-07 09:30:00,11.42,350.000,26.64,14.66,102.454,13.00,3.00,97.3,291.000,15.20
2003-07-07 10:30:00,11.97,313.000,26.64,14.66,50.198,13.90,2.00,111.0,278.000,16.70
2003-07-07 11:30:00,11.86,287.000,26.64,14.66,16.422,14.00,2.00,127.9,274.000,17.10
2003-07-07 12:30:00,12.09,360.000,26.64,14.66,34.012,14.40,3.00,149.9,331.000,17.80
2003-07-07 13:30:00,11.88,500.000,26.64,14.66,157.520,14.40,4.00,177.2,362.000,18.10
2003-07-07 14:30:00,11.12,505.000,26.64,14.66,223.164,14.20,4.00,205.0,313.000,18.60
2003-07-07 15:30:00,10.07,318.000,26.64,14.66,138.865,14.00,3.00,228.2,206.000,19.40
2003-07-07 16:30:00,12.18,249.000,26.64,14.66,93.275,14.60,3.00,246.0,182.000,18.20
2003-07-07 17:30:00,14.17,174.000,26.64,14.66,49.862,16.00,3.00,260.1,144.000,19.00
2003-07-07 18:30:00,11.64,49.000,26.64,14.66,4.305,13.00,4.00,272.3,47.000,14.90
2003-07-07 19:30:00,12.51,12.000,26.64,14.66,3.161,13.20,2.00,283.5,11.000,14.20
2003-07-07 20:30:00,12.19,7.000,26.64,14.66,0.000,12.90,1.00,294.5,7.000,13.90
2003-07-07 21:30:00,12.23,2.000,26.64,14.66,0.000,12.80,1.00,305.8,2.000,13.60
2003-07-07 22:30:00,12.10,0.000,26.64,14.66,0.000,12.60,0.00,317.8,0.000,13.30
2003-07-07 23:30:00,11.93,0.000,26.64,14.66,0.000,12.50,2.00,330.6,0.000,13.30
2003-07-08 00:30:00,11.13,0.000,26.64,14.66,0.000,11.80,4.00,344.3,0.000,12.70
2003-07-08 01:30:00,9.80,0.000,26.68,14.78,0.000,11.00,3.00,358.6,0.000,12.50
2003-07-08 02:30:00,10.02,0.000,26.68,14.78,0.000,10.90,2.00,12.9,0.000,12.00
2003-07-08 03:30:00,8.70,0.000,26.68,14.78,0.000,9.90,3.00,26.7,0.000,11.30
2003-07-08 04:30:00,9.07,0.000,26.68,14.78,0.000,10.00,3.00,39.8,0.000,11.10
2003-07-08 05:30:00,9.39,8.000,26.68,14.78,0.000,10.30,3.00,51.9,8.000,11.40
2003-07-08 06:30:00,7.96,70.000,26.68,14.78,73.259,9.30,5.00,63.3,60.000,10.80
2003-07-08 07:30:00,6.51,180.000,26.68,14.78,179.064,8.60,5.00,74.4,129.000,10.80
2003-07-08 08:30:00,5.98,333.000,26.68,14.78,412.280,8.50,5.00,85.5,154.000,11.10
2003-07-08 09:30:00,6.27,452.000,26.68,14.78,473.544,9.00,4.00,97.4,180.000,11.90
2003-07-08 10:30:00,5.42,478.000,26.68,14.78,349.177,9.00,5.00,111.1,235.000,12.70
2003-07-08 11:30:00,5.41,451.000,26.68,14.78,218.855,9.50,5.00,128.0,278.000,13.80
2003-07-08 12:30:00,5.70,395.000,26.68,14.78,97.461,9.90,5.00,149.9,312.000,14.40
2003-07-08 13:30:00,6.32,405.000,26.68,14.78,70.843,10.30,4.00,177.1,343.000,14.70
2003-07-08 14:30:00,5.43,389.000,26.68,14.78,69.805,10.10,5.00,204.9,329.000,15.10
2003-07-08 15:30:00,4.90,381.000,26.68,14.78,68.256,10.20,4.00,228.0,326.000,15.80
2003-07-08 16:30:00,4.56,481.000,26.68,14.78,252.241,10.20,4.00,245.8,300.000,16.10
2003-07-08 17:30:00,5.32,431.000,26.68,14.78,366.116,10.90,4.00,260.0,211.000,17.00
2003-07-08 18:30:00,5.07,259.000,26.68,14.78,237.202,10.80,3.00,272.2,149.000,17.00
2003-07-08 19:30:00,5.92,123.000,26.68,14.78,114.131,11.10,3.00,283.4,87.000,16.90
2003-07-08 20:30:00,6.41,30.000,26.68,14.78,12.043,11.00,2.00,294.4,28.000,16.20
2003-07-08 21:30:00,6.49,5.000,26.68,14.78,0.000,10.60,3.00,305.7,5.000,15.20
2003-07-08 22:30:00,7.69,0.000,26.68,14.78,0.000,10.70,4.00,317.7,0.000,14.20
2003-07-08 23:30:00,7.94,0.000,26.68,14.78,0.000,10.60,3.00,330.5,0.000,13.70
2003-07-09 00:30:00,7.57,0.000,26.68,14.78,0.000,10.20,2.00,344.3,0.000,13.20
2003-07-09 01:30:00,7.53,0.000,26.61,14.56,0.000,10.00,2.00,358.5,0.000,12.80
2003-07-09 02:30:00,7.78,0.000,26.61,14.56,0.000,9.80,2.00,12.9,0.000,12.10
2003-07-09 03:30:00,7.85,0.000,26.61,14.56,0.000,9.70,2.00,26.7,0.000,11.80
2003-07-09 04:30:00,7.90,1.000,26.61,14.56,0.000,9.50,2.00,39.8,1.000,11.30
2003-07-09 05:30:00,8.28,20.000,26.61,14.56,0.000,9.50,1.00,52.0,20.000,10.90
2003-07-09 06:30:00,7.90,66.000,26.61,14.56,66.873,9.50,2.00,63.4,57.000,11.30
2003-07-09 07:30:00,8.05,107.000,26.61,14.56,24.735,9.80,2.00,74.4,100.000,11.80
2003-07-09 08:30:00,8.16,196.000,26.61,14.56,43.932,9.90,2.00,85.6,177.000,11.90
2003-07-09 09:30:00,8.32,374.000,26.61,14.56,132.668,10.60,3.00,97.5,298.000,13.30
2003-07-09 10:30:00,8.44,469.000,26.61,14.56,191.491,11.10,4.00,111.1,336.000,14.30
2003-07-09 11:30:00,8.82,410.000,26.61,14.56,150.774,11.50,3.00,128.0,291.000,14.80
2003-07-09 12:30:00,7.74,371.000,26.61,14.56,88.179,11.20,4.00,149.9,296.000,15.30
2003-07-09 13:30:00,7.83,378.000,26.61,14.56,52.619,11.80,5.00,177.0,332.000,16.60
2003-07-09 14:30:00,8.30,291.000,26.61,14.56,25.621,12.10,4.00,204.8,269.000,16.80
2003-07-09 15:30:00,9.08,263.000,26.61,14.56,18.634,11.80,5.00,227.9,248.000,15.20
2003-07-09 16:30:00,8.68,336.000,26.61,14.56,55.807,12.20,4.00,245.7,296.000,16.60
