datetime,External dew-point temp. (°C),Global radiation (W/m²),Max. adaptive temp. (°C),Daily running mean temp. (°C),Direct radiation (W/m²),Wet-bulb temperature (°C),Wind speed (m/s),Solar azimuth (deg.),Diffuse radiation (W/m²),Dry-bulb temperature (°C)
2003-01-01 00:30:00,,,,,,,,,,
2003-01-01 01:30:00,2.08,0.000,23.02,3.69,0.000,3.60,5.00,25.7,0.000,4.80
2003-01-01 02:30:00,2.22,0.000,23.02,3.69,0.000,3.60,6.00,48.8,0.000,4.70
2003-01-01 03:30:00,1.77,0.000,23.02,3.69,0.000,3.20,5.00,66.5,0.000,4.30
2003-01-01 04:30:00,1.69,0.000,23.02,3.69,0.000,3.00,5.00,80.6,0.000,4.00
2003-01-01 05:30:00,1.72,0.000,23.02,3.69,0.000,2.90,4.00,92.7,0.000,3.80
2003-01-01 06:30:00,1.78,0.000,23.02,3.69,0.000,2.70,4.00,103.9,0.000,3.40
2003-01-01 07:30:00,1.32,0.000,23.02,3.69,0.000,2.40,3.00,114.9,0.000,3.20
2003-01-01 08:30:00,1.21,16.000,23.02,3.69,0.000,2.30,3.00,126.2,16.000,3.10
2003-01-01 09:30:00,1.07,52.000,23.02,3.69,279.541,2.30,3.00,138.1,26.000,3.20
2003-01-01 10:30:00,1.61,132.000,23.02,3.69,455.476,2.80,3.00,151.0,47.000,3.70
2003-01-01 11:30:00,2.08,198.000,23.02,3.69,555.181,3.60,4.00,164.6,61.000,4.80
2003-01-01 12:30:00,2.44,210.000,23.02,3.69,534.607,4.40,4.00,178.9,66.000,6.00
2003-01-01 13:30:00,2.39,164.000,23.02,3.69,363.855,4.70,4.00,193.2,72.000,6.60
2003-01-01 14:30:00,2.26,103.000,23.02,3.69,156.276,4.80,4.00,206.9,72.000,6.90
2003-01-01 15:30:00,2.27,39.000,23.02,3.69,54.732,4.70,5.00,219.9,33.000,6.70
2003-01-01 16:30:00,2.20,0.000,23.02,3.69,0.000,4.30,3.00,232.0,0.000,6.00
2003-01-01 17:30:00,2.26,0.000,23.02,3.69,0.000,4.00,2.00,243.4,0.000,5.40
2003-01-01 18:30:00,1.61,0.000,23.02,3.69,0.000,3.30,3.00,254.4,0.000,4.60
2003-01-01 19:30:00,1.50,0.000,23.02,3.69,0.000,2.70,2.00,265.5,0.000,3.60
2003-01-01 20:30:00,1.00,0.000,23.02,3.69,0.000,2.10,2.00,277.4,0.000,2.90
2003-01-01 21:30:00,0.78,0.000,23.02,3.69,0.000,1.90,2.00,291.1,0.000,2.70
2003-01-01 22:30:00,0.54,0.000,23.02,3.69,0.000,1.40,2.00,308.1,0.000,2.00
2003-01-01 23:30:00,-0.26,0.000,23.02,3.69,0.000,0.60,1.00,330.3,0.000,1.20
2003-01-02 00:30:00,-0.45,0.000,23.02,3.69,0.000,0.40,2.00,357.7,0.000,1.00
2003-01-02 01:30:00,-0.59,0.000,23.04,3.77,0.000,0.10,2.00,25.5,0.000,0.60
2003-01-02 02:30:00,-0.64,0.000,23.04,3.77,0.000,0.20,2.00,48.6,0.000,0.80
2003-01-02 03:30:00,-0.80,0.000,23.04,3.77,0.000,-0.30,2.00,66.3,0.000,0.10
2003-01-02 04:30:00,-0.80,0.000,23.04,3.77,0.000,-0.30,2.00,80.4,0.000,0.10
2003-01-02 05:30:00,-0.92,0.000,23.04,3.77,0.000,-0.30,2.00,92.5,0.000,0.20
2003-01-02 06:30:00,-1.03,0.000,23.04,3.77,0.000,-0.40,2.00,103.7,0.000,0.10
2003-01-02 07:30:00,-0.82,0.000,23.04,3.77,0.000,0.00,2.00,114.7,0.000,0.60
2003-01-02 08:30:00,-0.84,17.000,23.04,3.77,0.000,-0.10,2.00,126.0,17.000,0.50
2003-01-02 09:30:00,-0.45,33.000,23.04,3.77,10.702,0.40,2.00,138.0,32.000,1.00
2003-01-02 10:30:00,-0.73,86.000,23.04,3.77,122.778,0.40,2.00,150.8,63.000,1.20
2003-01-02 11:30:00,-0.49,148.000,23.04,3.77,266.363,0.80,2.00,164.5,82.000,1.70
2003-01-02 12:30:00,-0.05,178.000,23.04,3.77,336.198,1.40,3.00,178.8,87.000,2.40
2003-01-02 13:30:00,-0.05,166.000,23.04,3.77,345.849,1.80,3.00,193.1,78.000,3.10
2003-01-02 14:30:00,-0.85,121.000,23.04,3.77,314.678,1.70,3.00,206.9,58.000,3.50
2003-01-02 15:30:00,-1.00,46.000,23.04,3.77,206.008,1.70,4.00,219.9,23.000,3.60
2003-01-02 16:30:00,-1.13,0.000,23.04,3.77,0.000,1.30,3.00,232.0,0.000,3.00
2003-01-02 17:30:00,-0.96,0.000,23.04,3.77,0.000,0.90,3.00,243.4,0.000,2.20
2003-01-02 18:30:00,-1.46,0.000,23.04,3.77,0.000,0.40,3.00,254.4,0.000,1.70
2003-01-02 19:30:00,-1.31,0.000,23.04,3.77,0.000,0.10,2.00,265.5,0.000,1.10
2003-01-02 20:30:00,-1.45,0.000,23.04,3.77,0.000,-0.30,2.00,277.4,0.000,0.60
2003-01-02 21:30:00,-1.42,0.000,23.04,3.77,0.000,-0.40,2.00,291.1,0.000,0.40
2003-01-02 22:30:00,-2.44,0.000,23.04,3.77,0.000,-1.60,0.00,308.1,0.000,-1.00
2003-01-02 23:30:00,-1.62,0.000,23.04,3.77,0.000,-0.70,3.00,330.2,0.000,0.00
2003-01-03 00:30:00,-1.66,0.000,23.04,3.77,0.000,-1.00,2.00,357.5,0.000,-0.50
2003-01-03 01:30:00,-2.54,0.000,22.87,3.24,0.000,-1.70,1.00,25.2,0.000,-1.10
2003-01-03 02:30:00,-2.61,0.000,22.87,3.24,0.000,-1.90,1.00,48.3,0.000,-1.40
2003-01-03 03:30:00,-2.54,0.000,22.87,3.24,0.000,-1.70,1.00,66.1,0.000,-1.10
2003-01-03 04:30:00,-2.05,0.000,22.87,3.24,0.000,-1.10,2.00,80.3,0.000,-0.40
2003-01-03 05:30:00,-1.48,0.000,22.87,3.24,0.000,-0.70,2.00,92.4,0.000,-0.10
2003-01-03 06:30:00,-1.66,0.000,22.87,3.24,0.000,-1.00,2.00,103.6,0.000,-0.50
2003-01-03 07:30:00,-2.12,0.000,22.87,3.24,0.000,-1.30,2.00,114.6,0.000,-0.70
2003-01-03 08:30:00,-1.77,18.000,22.87,3.24,0.000,-1.10,2.00,125.9,18.000,-0.60
2003-01-03 09:30:00,-1.14,40.000,22.87,3.24,63.834,-0.50,2.00,137.9,34.000,0.00
2003-01-03 10:30:00,-1.92,88.000,22.87,3.24,122.230,-0.60,3.00,150.7,65.000,0.40
2003-01-03 11:30:00,-1.72,147.000,22.87,3.24,257.106,0.00,3.00,164.4,83.000,1.20
2003-01-03 12:30:00,-1.62,189.000,22.87,3.24,378.514,0.40,5.00,178.7,86.000,1.80
2003-01-03 13:30:00,-1.86,160.000,22.87,3.24,288.875,0.60,6.00,193.0,86.000,2.30
2003-01-03 14:30:00,-1.71,95.000,22.87,3.24,113.772,0.60,5.00,206.8,72.000,2.20
2003-01-03 15:30:00,-1.71,34.000,22.87,3.24,52.735,0.60,5.00,219.8,28.000,2.20
2003-01-03 16:30:00,-1.92,0.000,22.87,3.24,0.000,0.40,4.00,231.9,0.000,2.00
2003-01-03 17:30:00,-1.77,0.000,22.87,3.24,0.000,0.10,4.00,243.3,0.000,1.40
2003-01-03 18:30:00,-1.72,0.000,22.87,3.24,0.000,0.00,4.00,254.4,0.000,1.20
2003-01-03 19:30:00,-1.72,0.000,22.87,3.24,0.000,0.00,5.00,265.5,0.000,1.20
2003-01-03 20:30:00,-1.56,0.000,22.87,3.24,0.000,0.00,5.00,277.4,0.000,1.10
2003-01-03 21:30:00,-1.63,0.000,22.87,3.24,0.000,-0.10,4.00,291.0,0.000,1.10
2003-01-03 22:30:00,-1.56,0.000,22.87,3.24,0.000,0.00,5.00,308.0,0.000,1.10
2003-01-03 23:30:00,-1.72,0.000,22.87,3.24,0.000,0.00,5.00,330.0,0.000,1.20
2003-01-04 00:30:00,-1.41,0.000,22.87,3.24,0.000,0.00,5.00,357.3,0.000,1.00
2003-01-04 01:30:00,-1.41,0.000,22.70,2.72,0.000,0.00,5.00,25.0,0.000,1.00
2003-01-04 02:30:00,-1.11,0.000,22.70,2.72,0.000,0.00,5.00,48.1,0.000,0.80
2003-01-04 03:30:00,-1.27,0.000,22.70,2.72,0.000,0.00,6.00,65.9,0.000,0.90
2003-01-04 04:30:00,-1.27,0.000,22.70,2.72,0.000,0.00,6.00,80.1,0.000,0.90
2003-01-04 05:30:00,-1.41,0.000,22.70,2.72,0.000,0.00,5.00,92.2,0.000,1.00
2003-01-04 06:30:00,-1.46,0.000,22.70,2.72,0.000,0.10,4.00,103.5,0.000,1.20
2003-01-04 07:30:00,-1.56,0.000,22.70,2.72,0.000,-0.40,4.00,114.5,0.000,0.50
2003-01-04 08:30:00,-1.42,0.000,22.70,2.72,0.000,-0.40,3.00,125.8,0.000,0.40
2003-01-04 09:30:00,-1.30,50.000,22.70,2.72,211.257,-0.40,2.00,137.7,30.000,0.30
2003-01-04 10:30:00,-1.48,120.000,22.70,2.72,264.361,-0.20,3.00,150.6,70.000,0.80
2003-01-04 11:30:00,-1.77,150.000,22.70,2.72,259.799,0.10,3.00,164.3,85.000,1.40
2003-01-04 12:30:00,-2.02,150.000,22.70,2.72,237.500,0.60,4.00,178.6,85.000,2.40
2003-01-04 13:30:00,-2.71,130.000,22.70,2.72,193.793,0.70,4.00,192.9,80.000,3.00
2003-01-04 14:30:00,-3.64,110.000,22.70,2.72,171.376,0.50,4.00,206.7,75.000,3.20
2003-01-04 15:30:00,-4.31,70.000,22.70,2.72,258.581,0.10,3.00,219.8,40.000,2.90
2003-01-04 16:30:00,-4.58,20.000,22.70,2.72,0.000,-0.40,3.00,231.9,20.000,2.50
2003-01-04 17:30:00,-5.11,0.000,22.70,2.72,0.000,-1.30,1.00,243.3,0.000,1.20
2003-01-04 18:30:00,-4.09,0.000,22.70,2.72,0.000,-1.30,1.00,254.3,0.000,0.60
2003-01-04 19:30:00,-4.05,0.000,22.70,2.72,0.000,-1.40,2.00,265.5,0.000,0.40
2003-01-04 20:30:00,-3.88,0.000,22.70,2.72,0.000,-1.80,2.00,277.4,0.000,-0.40
2003-01-04 21:30:00,-3.14,0.000,22.70,2.72,0.000,-1.70,1.00,291.0,0.000,-0.70
2003-01-04 22:30:00,-2.86,0.000,22.70,2.72,0.000,-2.00,2.00,307.9,0.000,-1.40
2003-01-04 23:30:00,-2.98,0.000,22.70,2.72,0.000,-2.10,1.00,329.9,0.000,-1.50
2003-01-05 00:30:00,-2.86,0.000,22.70,2.72,0.000,-2.00,1.00,357.1,0.000,-1.40
2003-01-05 01:30:00,-2.50,0.000,22.57,2.34,0.000,-1.80,1.00,24.7,0.000,-1.30
2003-01-05 02:30:00,-2.91,0.000,22.57,2.34,0.000,-1.90,2.00,47.9,0.000,-1.20
2003-01-05 03:30:00,-2.78,0.000,22.57,2.34,0.000,-2.20,2.00,65.7,0.000,-1.80
2003-01-05 04:30:00,-2.88,0.000,22.57,2.34,0.000,-2.30,3.00,79.9,0.000,-1.90
2003-01-05 05:30:00,-3.51,0.000,22.57,2.34,0.000,-2.90,2.00,92.1,0.000,-2.50
2003-01-05 06:30:00,-3.61,0.000,22.57,2.34,0.000,-3.30,2.00,103.3,0.000,-3.10
2003-01-05 07:30:00,-3.72,0.000,22.57,2.34,0.000,-3.40,2.00,114.3,0.000,-3.20
2003-01-05 08:30:00,-3.87,20.000,22.57,2.34,0.000,-3.40,2.00,125.6,20.000,-3.10
2003-01-05 09:30:00,-4.10,80.000,22.57,2.34,261.854,-3.30,1.00,137.6,55.000,-2.80
2003-01-05 10:30:00,-2.09,150.000,22.57,2.34,394.266,-1.40,1.00,150.5,75.000,-0.90
2003-01-05 11:30:00,-1.62,205.000,22.57,2.34,516.717,-0.70,2.00,164.2,75.000,0.00
2003-01-05 12:30:00,-1.06,220.000,22.57,2.34,508.397,0.80,2.00,178.5,80.000,2.10
2003-01-05 13:30:00,-0.67,195.000,22.57,2.34,442.363,1.60,3.00,192.8,80.000,3.20
2003-01-05 14:30:00,-0.50,140.000,22.57,2.34,363.347,1.90,3.00,206.7,65.000,3.60
2003-01-05 15:30:00,-0.82,75.000,22.57,2.34,253.453,1.60,4.00,219.7,45.000,3.30
2003-01-05 16:30:00,-1.09,25.000,22.57,2.34,0.000,1.20,3.00,231.9,25.000,2.80
2003-01-05 17:30:00,-1.31,0.000,22.57,2.34,0.000,0.40,2.00,243.3,0.000,1.60
2003-01-05 18:30:00,-0.64,0.000,22.57,2.34,0.000,0.50,2.00,254.3,0.000,1.30
2003-01-05 19:30:00,-0.35,0.000,22.57,2.34,0.000,0.80,2.00,265.5,0.000,1.60
2003-01-05 20:30:00,-0.30,0.000,22.57,2.34,0.000,1.00,2.00,277.4,0.000,1.90
2003-01-05 21:30:00,-0.34,0.000,22.57,2.34,0.000,1.10,3.00,291.0,0.000,2.10
2003-01-05 22:30:00,-0.24,0.000,22.57,2.34,0.000,1.20,3.00,307.9,0.000,2.20
2003-01-05 23:30:00,-0.47,0.000,22.57,2.34,0.000,1.10,3.00,329.8,0.000,2.20
2003-01-06 00:30:00,-0.47,0.000,22.57,2.34,0.000,1.10,3.00,356.9,0.000,2.20
2003-01-06 01:30:00,0.20,0.000,22.44,1.95,0.000,1.50,3.00,24.5,0.000,2.40
2003-01-06 02:30:00,0.16,0.000,22.44,1.95,0.000,1.60,3.00,47.7,0.000,2.60
2003-01-06 03:30:00,0.38,0.000,22.44,1.95,0.000,1.80,2.00,65.5,0.000,2.80
2003-01-06 04:30:00,0.19,0.000,22.44,1.95,0.000,1.90,3.00,79.7,0.000,3.10
2003-01-06 05:30:00,0.45,0.000,22.44,1.95,0.000,2.00,3.00,91.9,0.000,3.10
2003-01-06 06:30:00,0.67,0.000,22.44,1.95,0.000,2.20,3.00,103.2,0.000,3.30
2003-01-06 07:30:00,0.82,0.000,22.44,1.95,0.000,2.20,3.00,114.2,0.000,3.20
2003-01-06 08:30:00,0.38,2.000,22.44,1.95,0.000,2.20,3.00,125.5,2.000,3.50
2003-01-06 09:30:00,0.75,14.000,22.44,1.95,10.374,2.40,3.00,137.5,13.000,3.60
2003-01-06 10:30:00,1.44,31.000,22.44,1.95,5.223,2.90,3.00,150.3,30.000,4.00
2003-01-06 11:30:00,1.36,43.000,22.44,1.95,3.951,3.20,3.00,164.0,42.000,4.60
2003-01-06 12:30:00,1.95,42.000,22.44,1.95,0.000,3.60,3.00,178.3,42.000,4.90
2003-01-06 13:30:00,2.04,31.000,22.44,1.95,0.000,3.80,3.00,192.7,31.000,5.20
2003-01-06 14:30:00,2.28,22.000,22.44,1.95,0.000,3.90,3.00,206.6,22.000,5.20
2003-01-06 15:30:00,2.04,11.000,22.44,1.95,0.000,3.80,4.00,219.7,11.000,5.20
2003-01-06 16:30:00,2.19,3.000,22.44,1.95,0.000,3.70,4.00,231.8,3.000,4.90
2003-01-06 17:30:00,2.32,0.000,22.44,1.95,0.000,3.70,4.00,243.3,0.000,4.80
2003-01-06 18:30:00,2.30,0.000,22.44,1.95,0.000,3.80,4.00,254.3,0.000,5.00
2003-01-06 19:30:00,2.64,0.000,22.44,1.95,0.000,4.00,4.00,265.5,0.000,5.10
2003-01-06 20:30:00,2.86,0.000,22.44,1.95,0.000,4.20,4.00,277.4,0.000,5.30
2003-01-06 21:30:00,2.74,0.000,22.44,1.95,0.000,4.20,5.00,291.0,0.000,5.40
2003-01-06 22:30:00,2.83,0.000,22.44,1.95,0.000,4.40,5.00,307.8,0.000,5.70
2003-01-06 23:30:00,3.27,0.000,22.44,1.95,0.000,4.80,5.00,329.7,0.000,6.10
2003-01-07 00:30:00,3.61,0.000,22.44,1.95,0.000,5.00,4.00,356.7,0.000,6.20
2003-01-07 01:30:00,4.18,0.000,22.60,2.43,0.000,5.20,5.00,24.2,0.000,6.10
2003-01-07 02:30:00,4.74,0.000,22.60,2.43,0.000,5.40,5.00,47.4,0.000,6.00
2003-01-07 03:30:00,5.16,0.000,22.60,2.43,0.000,5.70,5.00,65.3,0.000,6.20
2003-01-07 04:30:00,5.37,0.000,22.60,2.43,0.000,6.00,5.00,79.5,0.000,6.60
2003-01-07 05:30:00,5.78,0.000,22.60,2.43,0.000,6.50,4.00,91.7,0.000,7.20
2003-01-07 06:30:00,6.20,0.000,22.60,2.43,0.000,6.70,3.00,103.0,0.000,7.20
2003-01-07 07:30:00,6.20,0.000,22.60,2.43,0.000,6.70,3.00,114.0,0.000,7.20
2003-01-07 08:30:00,6.72,4.000,22.60,2.43,0.000,7.30,3.00,125.3,4.000,7.90
2003-01-07 09:30:00,7.01,18.000,22.60,2.43,0.000,7.50,3.00,137.3,18.000,8.00
2003-01-07 10:30:00,7.51,36.000,22.60,2.43,0.000,7.70,3.00,150.2,36.000,7.90
2003-01-07 11:30:00,7.82,57.000,22.60,2.43,0.000,8.00,4.00,163.9,57.000,8.20
2003-01-07 12:30:00,7.94,51.000,22.60,2.43,0.000,8.40,4.00,178.2,51.000,8.90
2003-01-07 13:30:00,8.03,26.000,22.60,2.43,0.000,8.30,4.00,192.6,26.000,8.60
2003-01-07 14:30:00,8.21,18.000,22.60,2.43,0.000,8.40,3.00,206.5,18.000,8.60
2003-01-07 15:30:00,7.94,12.000,22.60,2.43,0.000,8.40,4.00,219.6,12.000,8.90
2003-01-07 16:30:00,8.42,4.000,22.60,2.43,0.000,8.60,5.00,231.8,4.000,8.80
2003-01-07 17:30:00,8.52,0.000,22.60,2.43,0.000,8.70,5.00,243.3,0.000,8.90
2003-01-07 18:30:00,8.35,0.000,22.60,2.43,0.000,8.80,4.00,254.3,0.000,9.30
2003-01-07 19:30:00,8.65,0.000,22.60,2.43,0.000,9.00,6.00,265.5,0.000,9.40
2003-01-07 20:30:00,8.85,0.000,22.60,2.43,0.000,9.20,5.00,277.4,0.000,9.60
2003-01-07 21:30:00,8.79,0.000,22.60,2.43,0.000,9.40,5.00,291.0,0.000,10.10
2003-01-07 22:30:00,8.89,0.000,22.60,2.43,0.000,9.50,6.00,307.8,0.000,10.20
2003-01-07 23:30:00,8.71,0.000,22.60,2.43,0.000,9.40,6.00,329.6,0.000,10.20
2003-01-08 00:30:00,8.41,0.000,22.60,2.43,0.000,9.20,6.00,356.5,0.000,10.10
2003-01-08 01:30:00,8.59,0.000,22.99,3.61,0.000,9.20,7.00,24.0,0.000,9.90
2003-01-08 02:30:00,8.49,0.000,22.99,3.61,0.000,9.10,6.00,47.2,0.000,9.80
2003-01-08 03:30:00,8.50,0.000,22.99,3.61,0.000,9.20,6.00,65.1,0.000,10.00
2003-01-08 04:30:00,8.73,0.000,22.99,3.61,0.000,9.50,7.00,79.3,0.000,10.40
2003-01-08 05:30:00,9.10,0.000,22.99,3.61,0.000,9.70,7.00,91.6,0.000,10.40
2003-01-08 06:30:00,8.91,0.000,22.99,3.61,0.000,9.60,6.00,102.8,0.000,10.40
2003-01-08 07:30:00,9.04,0.000,22.99,3.61,0.000,9.80,6.00,113.9,0.000,10.70
2003-01-08 08:30:00,9.29,7.000,22.99,3.61,0.000,9.80,6.00,125.2,7.000,10.40
2003-01-08 09:30:00,9.21,30.000,22.99,3.61,0.000,9.80,4.00,137.2,30.000,10.50
2003-01-08 10:30:00,9.02,53.000,22.99,3.61,0.000,9.70,3.00,150.1,53.000,10.50
2003-01-08 11:30:00,9.02,59.000,22.99,3.61,7.797,9.70,3.00,163.8,57.000,10.50
2003-01-08 12:30:00,6.21,52.000,22.99,3.61,7.113,7.40,4.00,178.1,50.000,8.60
2003-01-08 13:30:00,5.57,69.000,22.99,3.61,11.255,7.20,2.00,192.6,66.000,8.80
2003-01-08 14:30:00,5.79,95.000,22.99,3.61,28.084,7.40,2.00,206.5,89.000,9.00
2003-01-08 15:30:00,5.80,73.000,22.99,3.61,87.273,7.50,3.00,219.6,62.000,9.20
2003-01-08 16:30:00,5.57,23.000,22.99,3.61,0.000,7.10,3.00,231.8,23.000,8.60
2003-01-08 17:30:00,4.79,0.000,22.99,3.61,0.000,6.40,3.00,243.3,0.000,7.90
2003-01-08 18:30:00,4.02,0.000,22.99,3.61,0.000,5.70,3.00,254.3,0.000,7.20
2003-01-08 19:30:00,3.47,0.000,22.99,3.61,0.000,5.20,3.00,265.5,0.000,6.70
2003-01-08 20:30:00,3.86,0.000,22.99,3.61,0.000,4.90,3.00,277.4,0.000,5.80
2003-01-08 21:30:00,3.65,0.000,22.99,3.61,0.000,4.70,3.00,291.0,0.000,5.60
2003-01-08 22:30:00,3.65,0.000,22.99,3.61,0.000,4.70,3.00,307.8,0.000,5.60
2003-01-08 23:30:00,3.10,0.000,22.99,3.61,0.000,4.30,3.00,329.5,0.000,5.30
2003-01-09 00:30:00,2.64,0.000,22.99,3.61,0.000,4.00,4.00,356.4,0.000,5.10
2003-01-09 01:30:00,1.72,0.000,23.32,4.62,0.000,3.40,4.00,23.8,0.000,4.70
2003-01-09 02:30:00,1.80,0.000,23.32,4.62,0.000,3.10,4.00,46.9,0.000,4.10
2003-01-09 03:30:00,2.02,0.000,23.32,4.62,0.000,2.80,3.00,64.8,0.000,3.40
2003-01-09 04:30:00,1.39,0.000,23.32,4.62,0.000,2.60,3.00,79.1,0.000,3.50
2003-01-09 05:30:00,1.30,0.000,23.32,4.62,0.000,2.90,4.00,91.4,0.000,4.10
2003-01-09 06:30:00,1.30,0.000,23.32,4.62,0.000,2.90,4.00,102.7,0.000,4.10
2003-01-09 07:30:00,1.96,0.000,23.32,4.62,0.000,3.00,5.00,113.7,0.000,3.80
2003-01-09 08:30:00,2.41,5.000,23.32,4.62,0.000,3.30,4.00,125.0,5.000,4.00
2003-01-09 09:30:00,2.13,28.000,23.32,4.62,0.000,3.40,4.00,137.0,28.000,4.40
2003-01-09 10:30:00,2.83,47.000,23.32,4.62,0.000,4.40,5.00,149.9,47.000,5.70
2003-01-09 11:30:00,3.58,40.000,23.32,4.62,0.000,5.30,7.00,163.7,40.000,6.80
2003-01-09 12:30:00,4.47,34.000,23.32,4.62,0.000,6.00,8.00,178.0,34.000,7.40
2003-01-09 13:30:00,5.01,28.000,23.32,4.62,0.000,6.70,9.00,192.5,28.000,8.30
2003-01-09 14:30:00,5.24,24.000,23.32,4.62,0.000,7.00,8.00,206.4,24.000,8.70
2003-01-09 15:30:00,4.92,20.000,23.32,4.62,0.000,7.40,8.00,219.6,20.000,9.80
2003-01-09 16:30:00,5.69,5.000,23.32,4.62,0.000,7.50,9.00,231.8,5.000,9.30
2003-01-09 17:30:00,4.23,0.000,23.32,4.62,0.000,7.20,9.00,243.3,0.000,10.00
2003-01-09 18:30:00,5.15,0.000,23.32,4.62,0.000,7.60,10.00,254.4,0.000,10.00
2003-01-09 19:30:00,4.70,0.000,23.32,4.62,0.000,7.40,8.00,265.5,0.000,10.00
2003-01-09 20:30:00,4.81,0.000,23.32,4.62,0.000,7.40,8.00,277.4,0.000,9.90
2003-01-09 21:30:00,5.04,0.000,23.32,4.62,0.000,7.50,7.00,291.0,0.000,9.90
2003-01-09 22:30:00,5.03,0.000,23.32,4.62,0.000,7.40,7.00,307.8,0.000,9.70
2003-01-09 23:30:00,5.13,0.000,23.32,4.62,0.000,7.20,7.00,329.4,0.000,9.20
2003-01-10 00:30:00,5.69,0.000,23.32,4.62,0.000,7.50,6.00,356.2,0.000,9.30
2003-01-10 01:30:00,6.01,0.000,23.49,5.11,0.000,7.60,5.00,23.5,0.000,9.20
2003-01-10 02:30:00,6.11,0.000,23.49,5.11,0.000,7.60,5.00,46.7,0.000,9.10
2003-01-10 03:30:00,6.44,0.000,23.49,5.11,0.000,7.80,5.00,64.6,0.000,9.20
2003-01-10 04:30:00,6.54,0.000,23.49,5.11,0.000,7.80,5.00,78.9,0.000,9.10
2003-01-10 05:30:00,6.63,0.000,23.49,5.11,0.000,7.70,5.00,91.2,0.000,8.80
2003-01-10 06:30:00,6.74,0.000,23.49,5.11,0.000,7.80,5.00,102.5,0.000,8.90
2003-01-10 07:30:00,6.85,0.000,23.49,5.11,0.000,7.90,6.00,113.5,0.000,9.00
2003-01-10 08:30:00,7.04,2.000,23.49,5.11,0.000,8.00,6.00,124.9,2.000,9.00
2003-01-10 09:30:00,7.47,11.000,23.49,5.11,0.000,8.30,6.00,136.9,11.000,9.20
2003-01-10 10:30:00,7.86,18.000,23.49,5.11,0.000,8.50,6.00,149.8,18.000,9.20
2003-01-10 11:30:00,7.78,31.000,23.49,5.11,0.000,8.60,7.00,163.6,31.000,9.50
2003-01-10 12:30:00,7.60,40.000,23.49,5.11,0.000,8.70,8.00,177.9,40.000,9.90
2003-01-10 13:30:00,7.39,30.000,23.49,5.11,0.000,8.60,8.00,192.4,30.000,9.90
2003-01-10 14:30:00,7.50,18.000,23.49,5.11,0.000,8.60,9.00,206.4,18.000,9.80
2003-01-10 15:30:00,7.19,11.000,23.49,5.11,0.000,8.40,8.00,219.6,11.000,9.70
2003-01-10 16:30:00,7.18,4.000,23.49,5.11,0.000,8.30,7.00,231.8,4.000,9.50
2003-01-10 17:30:00,6.97,0.000,23.49,5.11,0.000,8.20,7.00,243.3,0.000,9.50
2003-01-10 18:30:00,7.18,0.000,23.49,5.11,0.000,8.30,8.00,254.4,0.000,9.50
2003-01-10 19:30:00,7.26,0.000,23.49,5.11,0.000,8.20,8.00,265.5,0.000,9.20
2003-01-10 20:30:00,7.16,0.000,23.49,5.11,0.000,8.10,7.00,277.4,0.000,9.10
2003-01-10 21:30:00,7.26,0.000,23.49,5.11,0.000,8.20,8.00,291.0,0.000,9.20
2003-01-10 22:30:00,6.96,0.000,23.49,5.11,0.000,8.10,8.00,307.8,0.000,9.30
2003-01-10 23:30:00,6.56,0.000,23.49,5.11,0.000,8.10,8.00,329.4,0.000,9.70
2003-01-11 00:30:00,6.76,0.000,23.49,5.11,0.000,8.10,9.00,356.0,0.000,9.50
2003-01-11 01:30:00,6.76,0.000,23.76,5.95,0.000,8.10,9.00,23.3,0.000,9.50
2003-01-11 02:30:00,6.97,0.000,23.76,5.95,0.000,8.20,9.00,46.4,0.000,9.50
2003-01-11 03:30:00,6.98,0.000,23.76,5.95,0.000,8.30,9.00,64.4,0.000,9.70
2003-01-11 04:30:00,7.07,0.000,23.76,5.95,0.000,8.30,9.00,78.7,0.000,9.60
2003-01-11 05:30:00,7.19,0.000,23.76,5.95,0.000,8.40,9.00,91.0,0.000,9.70
2003-01-11 06:30:00,7.19,0.000,23.76,5.95,0.000,8.40,10.00,102.3,0.000,9.70
2003-01-11 07:30:00,7.31,0.000,23.76,5.95,0.000,8.70,9.00,113.4,0.000,10.20
2003-01-11 08:30:00,7.62,5.000,23.76,5.95,0.000,8.90,9.00,124.7,5.000,10.30
2003-01-11 09:30:00,8.06,38.000,23.76,5.95,9.721,9.30,10.00,136.7,37.000,10.70
2003-01-11 10:30:00,7.68,86.000,23.76,5.95,95.289,9.30,10.00,149.6,67.000,11.10
2003-01-11 11:30:00,7.80,171.000,23.76,5.95,350.393,9.40,8.00,163.4,79.000,11.20
2003-01-11 12:30:00,7.32,162.000,23.76,5.95,267.293,9.40,9.00,177.8,85.000,11.70
2003-01-11 13:30:00,7.94,79.000,23.76,5.95,10.941,9.70,7.00,192.3,76.000,11.70
2003-01-11 14:30:00,8.04,66.000,23.76,5.95,0.000,9.70,6.00,206.4,66.000,11.60
2003-01-11 15:30:00,7.80,40.000,23.76,5.95,0.000,9.40,7.00,219.5,40.000,11.20
2003-01-11 16:30:00,7.96,9.000,23.76,5.95,0.000,9.30,6.00,231.8,9.000,10.80
2003-01-11 17:30:00,7.83,0.000,23.76,5.95,0.000,9.00,6.00,243.3,0.000,10.30
2003-01-11 18:30:00,8.00,0.000,23.76,5.95,0.000,8.90,5.00,254.4,0.000,9.90
