		Dry-bulb temperature (°C)
		
Date	Time	KEW.FWT
	07:00	12.50
	08:00	12.80
	09:00	13.40
	10:00	13.90
	11:00	15.10
	12:00	15.40
	13:00	15.70
	14:00	16.90
	15:00	17.30
	16:00	17.20
	17:00	17.00
	18:00	16.80
	19:00	15.00
	20:00	13.60
	21:00	12.20
	22:00	10.90
	23:00	9.90
Fri, 05/Sep	24:00	8.90
	01:00	9.60
	02:00	8.10
	03:00	7.40
	04:00	6.50
	05:00	6.30
	06:00	6.30
	07:00	6.00
	08:00	8.00
	09:00	10.30
	10:00	12.00
	11:00	13.60
	12:00	14.80
	13:00	15.40
	14:00	16.90
	15:00	16.40
	16:00	17.30
	17:00	15.70
	18:00	14.90
	19:00	14.40
	20:00	14.10
	21:00	13.60
	22:00	12.90
	23:00	12.70
Sat, 06/Sep	24:00	12.60
	01:00	12.40
	02:00	12.00
	03:00	11.90
	04:00	11.30
	05:00	11.60
	06:00	11.70
	07:00	11.70
	08:00	11.50
	09:00	12.20
	10:00	13.00
	11:00	13.90
	12:00	15.10
	13:00	15.90
	14:00	15.40
	15:00	15.60
	16:00	15.40
	17:00	14.20
	18:00	14.60
	19:00	14.40
	20:00	13.60
	21:00	13.10
	22:00	13.00
	23:00	12.60
Sun, 07/Sep	24:00	12.70
	01:00	12.30
	02:00	11.20
	03:00	10.40
	04:00	10.40
	05:00	9.90
	06:00	9.20
	07:00	8.60
	08:00	9.70
	09:00	11.60
	10:00	13.20
	11:00	14.30
	12:00	15.40
	13:00	17.10
	14:00	17.30
	15:00	17.70
	16:00	17.20
	17:00	17.20
	18:00	16.70
	19:00	16.00
	20:00	15.20
	21:00	14.60
	22:00	13.70
	23:00	13.40
Mon, 08/Sep	24:00	13.10
	01:00	12.60
	02:00	12.60
	03:00	12.60
	04:00	12.80
	05:00	12.30
	06:00	12.20
	07:00	12.20
	08:00	12.40
	09:00	12.40
	10:00	12.40
	11:00	13.10
	12:00	13.30
	13:00	13.30
	14:00	14.60
	15:00	15.70
	16:00	15.30
	17:00	15.50
	18:00	15.80
	19:00	13.20
	20:00	11.20
	21:00	10.10
	22:00	9.20
	23:00	8.30
Tue, 09/Sep	24:00	7.80
	01:00	7.40
	02:00	7.10
	03:00	6.90
	04:00	7.40
	05:00	8.50
	06:00	8.40
	07:00	8.70
	08:00	9.70
	09:00	10.90
	10:00	11.70
	11:00	12.70
	12:00	13.00
	13:00	13.40
	14:00	14.20
	15:00	14.60
	16:00	14.40
	17:00	13.90
	18:00	13.80
	19:00	12.20
	20:00	11.30
	21:00	10.30
	22:00	9.80
	23:00	9.20
Wed, 10/Sep	24:00	8.80
	01:00	8.40
	02:00	8.20
	03:00	8.00
	04:00	8.00
	05:00	8.20
	06:00	8.70
	07:00	8.40
	08:00	9.20
	09:00	10.10
	10:00	12.20
	11:00	13.30
	12:00	12.90
	13:00	13.50
	14:00	13.80
	15:00	13.80
	16:00	14.00
	17:00	13.00
	18:00	12.10
	19:00	11.70
	20:00	11.50
	21:00	11.50
	22:00	11.80
	23:00	11.70
Thu, 11/Sep	24:00	11.80
	01:00	11.60
	02:00	11.40
	03:00	11.30
	04:00	10.90
	05:00	10.80
	06:00	10.90
	07:00	10.90
	08:00	11.20
	09:00	11.60
	10:00	12.60
	11:00	12.40
	12:00	13.70
	13:00	13.30
	14:00	14.40
	15:00	15.60
	16:00	13.20
	17:00	14.80
	18:00	14.40
	19:00	14.10
	20:00	13.00
	21:00	12.50
	22:00	12.10
	23:00	11.90
Fri, 12/Sep	24:00	11.80
	01:00	11.60
	02:00	11.40
	03:00	11.20
	04:00	10.50
	05:00	9.70
	06:00	8.90
	07:00	9.40
	08:00	10.00
	09:00	10.80
	10:00	12.40
	11:00	13.60
	12:00	14.80
	13:00	15.80
	14:00	16.60
	15:00	16.50
	16:00	15.90
	17:00	16.10
	18:00	15.20
	19:00	14.60
	20:00	14.00
	21:00	13.50
	22:00	12.90
	23:00	11.90
Sat, 13/Sep	24:00	11.70
	01:00	11.70
	02:00	11.70
	03:00	11.50
	04:00	11.60
	05:00	11.40
	06:00	11.10
	07:00	11.70
	08:00	11.50
	09:00	12.40
	10:00	13.30
	11:00	14.70
	12:00	14.90
	13:00	15.40
	14:00	16.10
	15:00	16.20
	16:00	16.50
	17:00	16.70
	18:00	16.10
	19:00	15.60
	20:00	14.60
	21:00	13.90
	22:00	13.90
	23:00	13.90
Sun, 14/Sep	24:00	13.60
	01:00	13.50
	02:00	12.80
	03:00	12.20
	04:00	12.20
	05:00	11.90
	06:00	11.70
	07:00	11.40
	08:00	11.90
	09:00	13.00
	10:00	14.20
	11:00	15.20
	12:00	16.60
	13:00	17.90
	14:00	18.50
	15:00	19.20
	16:00	19.30
	17:00	18.80
	18:00	18.20
	19:00	16.70
	20:00	15.30
	21:00	14.10
	22:00	13.40
	23:00	12.80
Mon, 15/Sep	24:00	13.20
	01:00	13.00
	02:00	13.50
	03:00	13.80
	04:00	13.90
	05:00	13.90
	06:00	13.80
	07:00	12.90
	08:00	13.60
	09:00	14.80
	10:00	16.00
	11:00	17.40
	12:00	18.20
	13:00	18.10
	14:00	18.20
	15:00	18.10
	16:00	17.80
	17:00	17.50
	18:00	17.20
	19:00	16.70
	20:00	16.10
	21:00	15.30
	22:00	15.40
	23:00	15.30
Tue, 16/Sep	24:00	15.30
	01:00	15.40
	02:00	15.30
	03:00	15.20
	04:00	15.10
	05:00	15.00
	06:00	15.00
	07:00	15.00
	08:00	15.30
	09:00	15.80
	10:00	15.90
	11:00	16.80
	12:00	17.40
	13:00	16.90
	14:00	17.40
	15:00	17.10
	16:00	17.70
	17:00	17.50
	18:00	17.40
	19:00	16.80
	20:00	15.70
	21:00	15.60
	22:00	15.10
	23:00	13.80
Wed, 17/Sep	24:00	13.70
	01:00	12.90
	02:00	12.60
	03:00	12.30
	04:00	11.80
	05:00	10.30
	06:00	9.20
	07:00	9.20
	08:00	11.10
	09:00	12.00
	10:00	13.40
	11:00	15.50
	12:00	16.20
	13:00	16.80
	14:00	16.10
	15:00	17.30
	16:00	17.20
	17:00	16.60
	18:00	16.40
	19:00	16.20
	20:00	15.00
	21:00	14.70
	22:00	14.40
	23:00	14.30
Thu, 18/Sep	24:00	14.20
	01:00	14.00
	02:00	14.10
	03:00	14.00
	04:00	13.70
	05:00	12.90
	06:00	12.70
	07:00	12.70
	08:00	12.30
	09:00	13.00
	10:00	13.90
	11:00	14.80
	12:00	15.20
	13:00	14.90
	14:00	14.60
	15:00	16.20
	16:00	15.30
	17:00	16.60
	18:00	16.50
	19:00	14.90
	20:00	13.90
	21:00	12.80
	22:00	12.10
	23:00	11.40
Fri, 19/Sep	24:00	10.60
	01:00	8.70
	02:00	9.50
	03:00	8.90
	04:00	8.70
	05:00	7.30
	06:00	7.10
	07:00	7.60
	08:00	7.20
	09:00	9.40
	10:00	11.20
	11:00	13.10
	12:00	14.50
	13:00	16.00
	14:00	16.20
	15:00	17.20
	16:00	17.40
	17:00	17.90
	18:00	17.30
	19:00	14.90
	20:00	12.60
	21:00	12.50
	22:00	11.80
	23:00	10.90
Sat, 20/Sep	24:00	9.50
	01:00	8.60
	02:00	8.10
	03:00	7.60
	04:00	6.10
	05:00	6.40
	06:00	5.70
	07:00	5.50
	08:00	7.30
	09:00	9.70
	10:00	11.80
	11:00	13.50
	12:00	15.40
	13:00	16.30
	14:00	17.60
	15:00	18.20
	16:00	18.40
	17:00	18.70
	18:00	17.90
	19:00	16.20
	20:00	14.20
	21:00	12.90
	22:00	12.00
	23:00	11.30
Sun, 21/Sep	24:00	10.00
	01:00	10.10
	02:00	8.70
	03:00	7.50
	04:00	6.50
	05:00	6.20
	06:00	6.20
	07:00	5.70
	08:00	7.80
	09:00	8.80
	10:00	11.40
	11:00	14.80
	12:00	16.60
	13:00	17.70
	14:00	18.40
	15:00	19.20
	16:00	19.70
	17:00	19.70
	18:00	18.90
	19:00	16.90
	20:00	15.10
	21:00	13.80
	22:00	12.20
	23:00	11.10
Mon, 22/Sep	24:00	10.20
	01:00	10.30
	02:00	8.20
	03:00	6.90
	04:00	7.00
	05:00	6.50
	06:00	5.00
	07:00	6.90
	08:00	7.20
	09:00	8.30
	10:00	9.50
	11:00	12.60
	12:00	14.90
	13:00	16.60
	14:00	18.00
	15:00	18.90
	16:00	19.20
	17:00	19.40
	18:00	18.60
	19:00	16.60
	20:00	14.60
	21:00	13.30
	22:00	12.20
	23:00	11.00
Tue, 23/Sep	24:00	9.10
	01:00	9.80
	02:00	9.40
	03:00	9.80
	04:00	9.80
	05:00	10.00
	06:00	10.40
	07:00	10.40
	08:00	10.60
	09:00	11.30
	10:00	11.80
	11:00	12.40
	12:00	13.90
	13:00	15.50
	14:00	17.30
	15:00	17.90
	16:00	18.10
	17:00	17.70
	18:00	16.60
	19:00	15.00
	20:00	13.60
	21:00	11.80
	22:00	10.20
	23:00	10.60
Wed, 24/Sep	24:00	11.90
	01:00	11.70
	02:00	11.90
	03:00	12.30
	04:00	12.60
	05:00	12.40
	06:00	12.40
	07:00	12.70
	08:00	13.40
	09:00	14.10
	10:00	14.70
	11:00	15.90
	12:00	17.60
	13:00	17.40
	14:00	17.60
	15:00	17.00
	16:00	16.60
	17:00	16.50
	18:00	16.40
	19:00	16.20
	20:00	16.80
	21:00	16.80
	22:00	15.90
	23:00	16.20
Thu, 25/Sep	24:00	16.80
	01:00	17.20
	02:00	16.30
	03:00	15.80
	04:00	15.90
	05:00	16.00
	06:00	16.40
	07:00	16.60
	08:00	16.90
	09:00	17.00
	10:00	18.10
	11:00	19.10
	12:00	19.70
	13:00	19.40
	14:00	19.00
	15:00	18.90
	16:00	18.20
	17:00	18.30
	18:00	13.80
	19:00	13.80
	20:00	13.60
	21:00	13.40
	22:00	13.40
	23:00	12.90
Fri, 26/Sep	24:00	12.90
	01:00	12.80
	02:00	12.30
	03:00	11.90
	04:00	11.90
	05:00	11.90
	06:00	11.80
	07:00	11.70
	08:00	11.60
	09:00	12.70
	10:00	14.30
	11:00	14.50
	12:00	15.70
	13:00	14.80
	14:00	14.50
	15:00	14.80
	16:00	13.80
	17:00	13.30
	18:00	13.20
	19:00	12.20
	20:00	11.20
	21:00	10.90
	22:00	10.10
	23:00	10.90
Sat, 27/Sep	24:00	11.40
	01:00	10.20
	02:00	11.10
	03:00	11.20
	04:00	10.60
	05:00	10.70
	06:00	9.80
	07:00	8.20
	08:00	9.10
	09:00	12.30
	10:00	13.40
	11:00	14.70
	12:00	15.20
	13:00	14.60
	14:00	15.10
	15:00	15.90
	16:00	15.70
	17:00	15.90
	18:00	14.70
	19:00	14.20
	20:00	13.90
	21:00	12.60
	22:00	12.20
	23:00	11.20
Sun, 28/Sep	24:00	10.80
	01:00	10.80
	02:00	9.20
	03:00	9.60
	04:00	9.30
	05:00	9.00
	06:00	8.90
	07:00	8.70
	08:00	8.40
	09:00	9.00
	10:00	10.00
	11:00	11.60
	12:00	13.40
	13:00	15.40
	14:00	15.70
	15:00	16.20
	16:00	15.80
	17:00	15.40
	18:00	14.80
	19:00	13.70
	20:00	12.10
	21:00	11.80
	22:00	11.40
	23:00	11.60
Mon, 29/Sep	24:00	11.50
	01:00	11.00
	02:00	10.60
	03:00	10.20
	04:00	9.80
	05:00	9.30
	06:00	8.90
	07:00	8.70
	08:00	8.90
	09:00	10.30
	10:00	12.20
	11:00	13.60
	12:00	14.80
	13:00	15.70
	14:00	16.00
	15:00	16.40
	16:00	14.80
	17:00	14.60
	18:00	14.30
	19:00	13.70
	20:00	13.40
	21:00	12.90
	22:00	12.40
	23:00	11.90
Tue, 30/Sep	24:00	11.50
	01:00	11.30
	02:00	10.80
	03:00	9.50
	04:00	8.40
	05:00	7.80
	06:00	7.10
	07:00	8.20
	08:00	8.30
	09:00	9.60
	10:00	10.60
	11:00	11.20
	12:00	11.60
	13:00	11.80
	14:00	12.70
	15:00	12.70
	16:00	13.70
	17:00	12.00
	18:00	11.90
	19:00	12.00
	20:00	12.00
	21:00	11.20
	22:00	10.80
	23:00	10.60
Wed, 01/Oct	24:00	10.80
	01:00	10.80
	02:00	10.80
	03:00	10.20
	04:00	9.80
	05:00	9.50
	06:00	9.30
	07:00	9.50
	08:00	10.00
	09:00	11.70
	10:00	13.20
	11:00	14.20
	12:00	14.90
	13:00	15.70
	14:00	16.70
	15:00	17.50
	16:00	17.80
	17:00	17.30
	18:00	16.20
	19:00	15.10
	20:00	13.80
	21:00	13.00
	22:00	12.30
	23:00	11.40
Thu, 02/Oct	24:00	10.80
	01:00	10.10
	02:00	10.00
	03:00	9.90
	04:00	9.80
	05:00	9.80
	06:00	9.70
	07:00	9.50
	08:00	9.80
	09:00	11.20
	10:00	12.80
	11:00	14.20
	12:00	15.50
	13:00	16.70
	14:00	17.50
	15:00	18.20
	16:00	18.20
	17:00	17.60
	18:00	16.70
	19:00	15.60
	20:00	14.50
	21:00	13.60
	22:00	12.80
	23:00	12.30
Fri, 03/Oct	24:00	12.00
	01:00	11.40
	02:00	11.20
	03:00	10.90
	04:00	10.30
	05:00	9.80
	06:00	9.40
	07:00	9.50
	08:00	9.80
	09:00	11.40
	10:00	12.80
	11:00	14.80
	12:00	16.20
	13:00	17.30
	14:00	17.50
	15:00	18.00
	16:00	17.80
	17:00	17.50
	18:00	16.50
	19:00	14.80
	20:00	14.00
	21:00	13.50
	22:00	12.90
	23:00	12.40
Sat, 04/Oct	24:00	11.90
	01:00	11.50
	02:00	10.90
	03:00	10.30
	04:00	9.80
	05:00	8.90
	06:00	7.70
	07:00	7.00
	08:00	7.00
	09:00	7.50
	10:00	8.90
	11:00	11.60
	12:00	14.70
	13:00	16.40
	14:00	17.50
	15:00	18.10
	16:00	19.00
	17:00	18.50
	18:00	16.90
	19:00	14.90
	20:00	13.90
	21:00	13.30
	22:00	12.30
	23:00	11.90
Sun, 05/Oct	24:00	11.00
	01:00	10.00
	02:00	9.30
	03:00	8.30
	04:00	8.10
	05:00	7.90
	06:00	7.40
	07:00	7.70
	08:00	8.10
	09:00	8.40
	10:00	9.90
	11:00	11.80
	12:00	15.10
	13:00	16.90
	14:00	19.00
	15:00	19.60
	16:00	19.60
	17:00	17.00
	18:00	16.50
	19:00	15.90
	20:00	15.60
	21:00	15.40
	22:00	14.90
	23:00	14.60
Mon, 06/Oct	24:00	14.60
	01:00	14.90
	02:00	15.30
	03:00	14.50
	04:00	14.00
	05:00	12.60
	06:00	12.10
	07:00	11.70
	08:00	11.40
	09:00	11.90
	10:00	12.60
	11:00	13.70
	12:00	15.00
	13:00	16.00
	14:00	16.80
	15:00	17.00
	16:00	17.30
	17:00	17.00
	18:00	16.00
	19:00	14.70
	20:00	13.60
	21:00	13.20
	22:00	13.10
	23:00	12.80
Tue, 07/Oct	24:00	12.80
	01:00	12.90
	02:00	12.80
	03:00	12.90
	04:00	13.20
	05:00	13.80
	06:00	14.30
	07:00	13.90
	08:00	14.80
	09:00	15.50
	10:00	14.80
	11:00	14.40
	12:00	13.90
	13:00	14.20
	14:00	14.90
	15:00	15.30
	16:00	15.70
	17:00	15.50
	18:00	14.20
	19:00	12.90
	20:00	11.80
	21:00	11.30
	22:00	10.70
	23:00	9.90
Wed, 08/Oct	24:00	9.10
	01:00	8.90
	02:00	8.70
	03:00	7.80
	04:00	7.60
	05:00	7.80
	06:00	7.60
	07:00	7.60
	08:00	7.90
	09:00	8.90
	10:00	9.70
	11:00	11.10
	12:00	12.30
	13:00	12.80
	14:00	13.30
	15:00	13.40
	16:00	13.10
	17:00	12.50
	18:00	10.60
	19:00	10.30
	20:00	9.70
	21:00	9.00
	22:00	8.60
	23:00	7.60
Thu, 09/Oct	24:00	7.50
	01:00	7.50
	02:00	7.00
	03:00	7.00
	04:00	7.20
	05:00	6.80
	06:00	5.80
	07:00	5.20
	08:00	5.20
	09:00	6.50
	10:00	7.80
	11:00	9.10
	12:00	9.50
	13:00	9.70
	14:00	10.20
	15:00	9.50
	16:00	8.90
	17:00	8.10
	18:00	7.80
	19:00	7.70
	20:00	7.50
	21:00	7.30
	22:00	7.10
	23:00	6.90
Fri, 10/Oct	24:00	6.50
	01:00	6.20
	02:00	6.00
	03:00	5.60
	04:00	5.20
	05:00	4.80
	06:00	4.50
	07:00	3.80
	08:00	4.10
	09:00	5.20
	10:00	6.70
	11:00	8.40
	12:00	9.50
	13:00	10.30
	14:00	10.60
	15:00	11.10
	16:00	9.00
	17:00	9.30
	18:00	9.00
	19:00	8.40
	20:00	7.10
	21:00	6.70
	22:00	5.80
	23:00	4.90
Sat, 11/Oct	24:00	4.70
	01:00	3.50
	02:00	3.60
	03:00	3.10
	04:00	2.40
	05:00	2.90
	06:00	2.90
	07:00	2.80
	08:00	3.50
	09:00	5.60
	10:00	7.40
	11:00	8.10
	12:00	9.40
	13:00	9.70
	14:00	9.50
	15:00	8.50
	16:00	8.70
	17:00	8.40
	18:00	7.70
	19:00	7.10
	20:00	6.70
	21:00	6.20
	22:00	6.40
	23:00	5.60
Sun, 12/Oct	24:00	5.00
	01:00	4.50
	02:00	4.20
	03:00	4.00
	04:00	4.30
	05:00	4.60
	06:00	4.60
	07:00	4.60
	08:00	5.00
	09:00	5.30
	10:00	6.10
	11:00	6.90
	12:00	7.60
	13:00	8.70
	14:00	10.40
	15:00	11.20
	16:00	11.10
	17:00	11.00
	18:00	10.00
	19:00	8.90
	20:00	6.90
	21:00	5.50
	22:00	5.00
	23:00	4.70
Mon, 13/Oct	24:00	4.10
	01:00	3.70
	02:00	3.00
	03:00	2.00
	04:00	1.70
	05:00	0.90
	06:00	0.40
	07:00	0.60
	08:00	0.50
	09:00	0.80
	10:00	2.70
	11:00	5.50
	12:00	8.00
	13:00	10.70
	14:00	11.60
	15:00	11.80
	16:00	12.10
	17:00	11.70
	18:00	10.40
	19:00	7.70
	20:00	6.10
	21:00	5.80
	22:00	5.40
	23:00	4.40
Tue, 14/Oct	24:00	4.20
	01:00	4.00
	02:00	3.50
	03:00	2.60
	04:00	3.50
	05:00	4.00
	06:00	4.70
	07:00	6.00
	08:00	6.30
	09:00	6.90
	10:00	7.20
	11:00	7.60
	12:00	8.50
	13:00	9.40
	14:00	9.40
	15:00	9.20
	16:00	9.20
	17:00	9.20
	18:00	8.80
	19:00	7.90
	20:00	6.30
	21:00	6.10
	22:00	6.40
	23:00	6.80
Wed, 15/Oct	24:00	6.40
	01:00	7.10
	02:00	6.70
	03:00	6.20
	04:00	5.00
	05:00	4.90
	06:00	5.90
	07:00	6.20
	08:00	6.00
	09:00	6.00
	10:00	6.60
	11:00	8.00
	12:00	9.10
	13:00	9.70
	14:00	11.10
	15:00	11.00
	16:00	11.00
	17:00	10.80
	18:00	10.00
	19:00	8.60
	20:00	8.60
	21:00	8.70
	22:00	8.90
	23:00	8.60
Thu, 16/Oct	24:00	8.50
	01:00	8.00
	02:00	7.30
	03:00	6.90
	04:00	6.40
	05:00	6.50
	06:00	6.30
	07:00	6.20
	08:00	6.30
	09:00	7.10
	10:00	7.90
	11:00	9.90
	12:00	10.90
	13:00	12.10
	14:00	12.70
	15:00	13.10
	16:00	13.20
	17:00	13.00
	18:00	12.00
	19:00	11.00
	20:00	10.90
	21:00	10.60
	22:00	9.90
	23:00	9.50
Fri, 17/Oct	24:00	9.60
	01:00	9.40
	02:00	9.20
	03:00	9.70
	04:00	9.80
	05:00	9.40
	06:00	9.30
	07:00	9.10
	08:00	8.50
	09:00	8.70
	10:00	9.40
	11:00	11.20
	12:00	12.40
	13:00	12.50
	14:00	13.00
	15:00	13.50
	16:00	13.20
	17:00	12.90
	18:00	11.90
	19:00	11.30
	20:00	10.20
	21:00	9.00
	22:00	8.80
	23:00	7.70
Sat, 18/Oct	24:00	6.80
	01:00	6.00
	02:00	4.00
	03:00	4.00
	04:00	3.80
	05:00	3.20
	06:00	2.80
	07:00	2.60
	08:00	2.50
	09:00	4.10
	10:00	4.90
	11:00	6.00
	12:00	7.60
	13:00	10.00
	14:00	12.10
	15:00	13.10
	16:00	13.90
	17:00	12.80
	18:00	11.00
	19:00	10.00
	20:00	8.20
	21:00	8.40
	22:00	8.40
	23:00	8.20
Sun, 19/Oct	24:00	8.30
	01:00	8.60
	02:00	8.80
	03:00	9.00
	04:00	9.50
	05:00	9.70
	06:00	9.80
	07:00	9.90
	08:00	10.10
	09:00	10.80
	10:00	11.70
	11:00	12.80
	12:00	13.80
	13:00	14.40
	14:00	14.70
	15:00	14.90
	16:00	14.90
	17:00	14.80
	18:00	13.80
	19:00	13.30
	20:00	12.90
	21:00	12.60
	22:00	12.40
	23:00	12.00
Mon, 20/Oct	24:00	11.50
	01:00	10.20
	02:00	9.90
	03:00	8.90
	04:00	8.00
	05:00	7.40
	06:00	7.00
	07:00	5.90
	08:00	5.70
	09:00	6.40
	10:00	8.90
	11:00	10.90
	12:00	12.20
	13:00	13.10
	14:00	13.70
	15:00	13.90
	16:00	13.90
	17:00	13.30
	18:00	11.40
	19:00	9.90
	20:00	9.30
	21:00	9.10
	22:00	9.10
	23:00	8.60
Tue, 21/Oct	24:00	8.00
	01:00	8.10
	02:00	8.20
	03:00	8.70
	04:00	8.90
	05:00	9.10
	06:00	9.00
	07:00	8.40
	08:00	9.00
	09:00	9.30
	10:00	10.20
	11:00	11.20
	12:00	11.30
	13:00	11.00
	14:00	11.00
	15:00	11.90
	16:00	12.40
	17:00	12.30
	18:00	12.20
	19:00	12.00
	20:00	11.10
	21:00	11.10
	22:00	10.90
	23:00	10.50
Wed, 22/Oct	24:00	10.40
	01:00	10.30
	02:00	10.10
	03:00	9.90
	04:00	9.10
	05:00	8.10
	06:00	7.90
	07:00	7.30
	08:00	6.40
	09:00	6.00
	10:00	6.40
	11:00	7.20
	12:00	7.70
	13:00	9.30
	14:00	10.90
	15:00	10.80
	16:00	11.10
	17:00	10.80
	18:00	10.70
	19:00	10.90
	20:00	11.00
	21:00	11.20
	22:00	11.30
	23:00	10.40
Thu, 23/Oct	24:00	10.00
	01:00	8.70
	02:00	8.40
	03:00	7.70
	04:00	7.20
	05:00	6.60
	06:00	6.40
	07:00	6.20
	08:00	6.20
	09:00	6.00
	10:00	6.30
	11:00	7.10
	12:00	7.40
	13:00	7.90
	14:00	8.50
	15:00	8.00
	16:00	7.20
	17:00	7.30
	18:00	6.40
	19:00	5.80
	20:00	4.90
	21:00	4.30
	22:00	4.10
	23:00	4.00
Fri, 24/Oct	24:00	3.70
	01:00	3.20
	02:00	2.80
	03:00	2.50
	04:00	2.30
	05:00	2.20
	06:00	1.70
	07:00	1.70
	08:00	1.50
	09:00	2.00
	10:00	3.60
	11:00	4.80
	12:00	6.00
	13:00	7.20
	14:00	7.80
	15:00	8.20
	16:00	8.20
	17:00	8.10
	18:00	7.80
	19:00	6.70
	20:00	5.70
	21:00	5.30
	22:00	5.10
	23:00	5.10
Sat, 25/Oct	24:00	4.70
	01:00	4.60
	02:00	5.10
	03:00	5.90
	04:00	6.30
	05:00	6.30
	06:00	6.70
	07:00	6.90
	08:00	7.50
	09:00	8.00
	10:00	8.10
	11:00	9.90
	12:00	12.20
	13:00	12.70
	14:00	13.10
	15:00	12.80
	16:00	12.70
	17:00	12.40
	18:00	11.90
	19:00	11.30
	20:00	10.40
	21:00	9.10
	22:00	8.80
	23:00	7.70
Sun, 26/Oct	24:00	8.10
	01:00	8.10
	02:00	8.50
	03:00	8.20
	04:00	7.80
	05:00	7.40
	06:00	6.70
	07:00	6.60
	08:00	6.40
	09:00	5.90
	10:00	7.30
	11:00	10.00
	12:00	11.90
	13:00	12.80
	14:00	13.60
	15:00	14.10
	16:00	13.90
	17:00	13.20
	18:00	11.00
	19:00	9.50
	20:00	9.10
	21:00	9.50
	22:00	9.40
	23:00	8.90
Mon, 27/Oct	24:00	8.80
	01:00	9.20
	02:00	9.00
	03:00	8.40
	04:00	8.10
	05:00	6.70
	06:00	6.30
	07:00	5.10
	08:00	7.20
	09:00	7.70
	10:00	8.30
	11:00	9.00
	12:00	10.30
	13:00	11.50
	14:00	12.20
	15:00	12.60
	16:00	12.30
	17:00	12.00
	18:00	10.80
	19:00	10.00
	20:00	9.50
	21:00	8.70
	22:00	7.80
	23:00	7.30
Tue, 28/Oct	24:00	6.70
	01:00	6.20
	02:00	6.10
	03:00	6.50
	04:00	7.20
	05:00	7.60
	06:00	7.80
	07:00	8.30
	08:00	8.20
	09:00	8.50
	10:00	8.80
	11:00	8.90
	12:00	8.80
	13:00	8.40
	14:00	8.10
	15:00	8.30
	16:00	8.40
	17:00	8.20
	18:00	8.20
	19:00	8.30
	20:00	8.20
	21:00	8.20
	22:00	8.30
	23:00	8.20
Wed, 29/Oct	24:00	8.00
	01:00	7.90
	02:00	7.70
	03:00	7.70
	04:00	7.70
	05:00	7.80
	06:00	7.80
	07:00	7.70
	08:00	7.50
	09:00	7.80
	10:00	7.90
	11:00	8.50
	12:00	8.80
	13:00	8.90
	14:00	9.00
	15:00	9.20
	16:00	9.30
	17:00	8.90
	18:00	8.60
	19:00	8.50
	20:00	8.60
	21:00	8.30
	22:00	8.40
	23:00	8.40
Thu, 30/Oct	24:00	8.60
	01:00	8.60
	02:00	8.70
	03:00	8.60
	04:00	8.50
	05:00	8.10
	06:00	7.90
	07:00	7.80
	08:00	7.20
	09:00	8.30
	10:00	9.30
	11:00	10.30
	12:00	11.30
	13:00	12.10
	14:00	12.10
	15:00	12.30
	16:00	12.20
	17:00	11.50
	18:00	10.70
	19:00	10.70
	20:00	10.20
	21:00	9.80
	22:00	9.40
	23:00	9.10
Fri, 31/Oct	24:00	8.10
	01:00	6.90
	02:00	5.90
	03:00	5.40
	04:00	5.50
	05:00	6.30
	06:00	6.50
	07:00	6.60
	08:00	6.60
	09:00	7.40
	10:00	8.30
	11:00	9.90
	12:00	10.60
	13:00	11.10
	14:00	11.40
	15:00	11.30
	16:00	11.00
	17:00	10.70
	18:00	10.30
	19:00	9.90
	20:00	9.00
	21:00	8.70
	22:00	8.80
	23:00	8.00
Sat, 01/Nov	24:00	7.70
	01:00	7.60
	02:00	8.30
	03:00	8.10
	04:00	8.20
	05:00	8.20
	06:00	8.20
	07:00	7.30
	08:00	7.00
	09:00	7.20
	10:00	7.60
	11:00	8.00
	12:00	8.40
	13:00	8.90
	14:00	9.60
	15:00	9.90
	16:00	9.20
	17:00	7.80
	18:00	6.20
	19:00	5.20
	20:00	5.30
	21:00	5.30
	22:00	5.60
	23:00	5.70
Sun, 02/Nov	24:00	5.20
	01:00	4.90
	02:00	4.40
	03:00	3.50
	04:00	3.30
	05:00	2.90
	06:00	2.90
	07:00	2.60
	08:00	2.80
	09:00	3.90
	10:00	4.80
	11:00	6.50
	12:00	8.80
	13:00	10.00
	14:00	10.60
	15:00	10.80
	16:00	9.60
	17:00	8.70
	18:00	7.90
	19:00	7.30
	20:00	7.00
	21:00	6.80
	22:00	7.20
	23:00	6.40
Mon, 03/Nov	24:00	6.30
	01:00	6.40
	02:00	7.10
	03:00	7.10
	04:00	7.00
	05:00	6.80
	06:00	7.30
	07:00	7.40
	08:00	7.60
	09:00	8.20
	10:00	8.70
	11:00	9.50
	12:00	10.00
	13:00	10.50
	14:00	10.30
	15:00	9.90
	16:00	9.30
	17:00	9.00
	18:00	8.30
	19:00	7.80
	20:00	7.60
	21:00	7.30
	22:00	7.20
	23:00	7.30
Tue, 04/Nov	24:00	7.30
	01:00	7.70
	02:00	7.80
	03:00	7.80
	04:00	7.60
	05:00	7.50
	06:00	7.30
	07:00	7.70
	08:00	7.80
	09:00	7.80
	10:00	8.70
	11:00	8.90
	12:00	9.30
	13:00	9.10
	14:00	9.00
	15:00	9.30
	16:00	9.00
	17:00	8.60
	18:00	8.30
	19:00	8.30
	20:00	8.30
	21:00	8.10
	22:00	8.00
	23:00	7.90
Wed, 05/Nov	24:00	8.10
	01:00	8.20
